day_of_week,hum,weathersit,holiday,season,temp,hr,cnt
3,0.81,3,0,4,0.36,13,96
6,0.54,1,0,1,0.12,9,90
1,0.38,1,0,1,0.42,14,106
2,0.49,2,0,4,0.32,11,172
0,0.77,1,1,2,0.54,4,6
1,0.87,1,0,1,0.32,21,63
3,0.47,1,0,2,0.42,21,184
6,0.46,1,0,4,0.38,11,445
4,0.21,1,0,1,0.32,15,74
1,0.87,3,0,1,0.4,17,115
6,0.8,1,0,1,0.16,0,52
0,0.78,2,1,3,0.66,8,101
5,0.47,1,0,2,0.64,10,435
4,0.73,2,0,3,0.64,1,42
6,0.58,2,0,1,0.1,2,27
5,0.59,1,0,3,0.8,23,104
1,0.73,2,0,4,0.6,13,180
4,0.67,1,0,4,0.42,19,134
1,0.87,1,0,1,0.34,13,203
0,0.41,1,0,3,0.84,15,126
6,0.73,1,0,2,0.62,13,456
4,0.89,1,0,3,0.66,2,20
2,0.61,1,0,1,0.34,18,161
3,0.43,1,0,1,0.18,10,52
0,0.59,2,0,1,0.16,22,34
2,0.79,2,0,3,0.7,17,425
0,0.59,2,0,1,0.16,13,54
0,0.49,2,1,3,0.78,13,423
1,0.6,1,0,4,0.56,19,317
0,0.87,1,0,4,0.24,3,3
0,0.56,2,0,4,0.3,3,4
6,0.88,1,0,2,0.6,4,23
3,0.47,2,0,1,0.44,0,42
1,0.75,1,0,4,0.26,20,232
0,0.88,2,0,3,0.6,1,10
2,0.73,1,0,3,0.56,4,7
1,0.65,2,0,1,0.3,7,80
2,0.53,2,0,4,0.32,12,212
2,0.65,1,0,4,0.7,17,917
0,0.93,2,0,4,0.36,7,319
0,0.83,2,0,3,0.6,2,3
6,0.66,1,0,3,0.76,17,503
2,0.77,2,0,2,0.5,23,98
4,0.59,1,0,2,0.52,8,745
5,0.7,2,0,3,0.72,10,401
5,0.59,2,0,1,0.48,16,204
1,0.58,1,0,2,0.72,14,155
3,0.79,2,0,2,0.74,0,47
0,0.74,1,0,3,0.68,23,96
3,0.62,2,0,4,0.4,4,4
1,0.81,3,0,4,0.3,13,116
1,0.69,1,0,4,0.2,7,387
4,0.8,3,0,1,0.22,3,1
3,0.24,1,0,4,0.4,18,507
1,0.88,1,0,4,0.6,23,93
2,0.55,2,0,3,0.74,9,195
4,0.54,1,0,1,0.1,1,7
0,0.66,2,0,4,0.36,6,131
5,0.62,1,0,4,0.36,22,156
2,0.84,1,0,3,0.7,23,150
3,0.88,1,0,2,0.6,4,2
0,0.88,3,0,2,0.58,10,99
6,0.87,3,0,4,0.36,16,206
1,0.55,2,0,4,0.46,15,287
0,0.59,1,0,3,0.8,12,165
1,0.94,3,0,2,0.54,4,4
4,0.57,1,0,4,0.32,8,687
6,0.47,1,0,3,0.86,13,252
2,0.41,1,0,1,0.44,1,4
4,0.82,2,0,1,0.4,0,38
5,0.67,3,0,4,0.42,7,36
6,0.57,1,0,2,0.34,8,62
3,0.89,1,0,3,0.66,2,8
1,0.88,2,0,3,0.58,2,8
4,0.38,1,0,2,0.64,18,669
1,0.87,1,0,4,0.4,9,326
2,0.7,1,0,4,0.32,23,51
4,0.45,1,1,4,0.28,7,121
0,0.46,1,0,4,0.34,18,542
1,0.49,1,0,2,0.6,1,13
3,0.7,2,0,1,0.3,0,23
6,0.51,2,0,4,0.5,11,462
1,0.52,1,0,1,0.26,14,63
5,0.35,1,0,4,0.4,12,311
1,0.43,1,0,3,0.8,16,435
6,0.94,1,0,2,0.6,5,6
3,0.69,1,0,2,0.62,18,527
0,0.81,3,0,2,0.32,18,379
0,0.31,1,0,2,0.46,2,6
1,0.48,2,0,2,0.52,9,205
1,0.22,1,0,1,0.32,17,206
4,0.36,1,0,3,0.84,13,357
5,0.29,1,0,1,0.34,15,174
0,0.66,2,0,4,0.36,1,19
2,0.44,2,0,1,0.2,23,32
2,0.69,1,1,3,0.66,6,32
4,0.88,1,0,3,0.6,3,11
3,0.0,3,0,1,0.34,23,27
1,0.32,1,0,1,0.22,17,176
0,0.94,3,0,2,0.54,3,4
5,0.48,1,0,1,0.26,5,5
3,0.62,1,0,4,0.44,4,5
5,0.63,1,0,1,0.14,6,3
5,0.62,2,0,4,0.44,5,5
0,0.49,1,0,4,0.34,20,277
0,0.88,1,0,3,0.62,5,36
4,0.88,2,0,2,0.52,15,198
5,0.88,2,0,4,0.5,4,13
5,0.94,2,0,2,0.5,8,154
6,0.83,3,0,2,0.68,17,252
3,0.71,1,0,1,0.36,1,12
1,0.65,1,0,2,0.62,17,604
1,0.69,1,0,3,0.68,6,117
6,0.6,2,0,4,0.24,11,188
5,0.73,1,0,2,0.6,15,397
6,0.44,1,0,1,0.22,3,18
5,0.44,1,0,3,0.84,19,374
2,0.43,1,0,1,0.38,19,311
1,0.59,1,0,3,0.8,11,149
2,0.66,1,0,3,0.72,10,236
2,0.4,2,0,2,0.4,13,163
2,0.4,1,0,1,0.18,13,69
4,0.43,1,0,2,0.4,0,61
0,0.56,1,0,4,0.6,15,268
4,0.41,1,0,4,0.42,12,292
3,0.77,2,0,2,0.42,2,6
5,0.28,1,0,1,0.12,15,103
4,0.82,2,0,4,0.4,0,43
1,0.62,1,0,3,0.72,4,7
5,0.47,3,0,2,0.4,18,90
0,0.58,2,0,3,0.7,11,150
6,0.63,2,0,4,0.52,17,203
2,0.58,1,0,3,0.7,22,278
1,0.68,1,0,1,0.58,20,377
1,0.52,2,0,3,0.8,13,253
4,0.87,1,0,4,0.24,8,94
2,0.37,1,0,3,0.74,13,221
2,0.83,1,0,3,0.66,4,5
1,0.67,1,0,4,0.44,1,13
4,0.59,1,0,2,0.8,18,463
2,0.61,1,0,1,0.3,6,95
1,0.62,2,0,4,0.36,7,268
6,0.29,1,0,1,0.38,13,154
1,0.87,3,0,4,0.36,2,11
4,0.79,1,0,3,0.74,0,57
2,0.56,1,0,4,0.56,10,133
2,0.63,1,0,2,0.8,20,280
0,0.24,1,0,2,0.46,17,664
4,0.46,1,0,1,0.34,12,216
3,0.53,1,0,3,0.64,1,32
1,0.25,1,0,2,0.38,15,87
6,0.42,1,0,3,0.92,11,389
6,0.4,1,0,1,0.36,12,228
6,0.82,3,0,2,0.38,13,52
4,0.59,1,0,1,0.14,7,87
6,0.55,1,0,3,0.8,20,275
5,0.65,1,0,1,0.24,4,1
1,0.94,2,0,2,0.6,2,10
0,0.56,1,0,4,0.6,14,143
5,0.8,1,0,1,0.22,2,32
4,0.42,2,0,1,0.3,15,263
5,0.47,1,0,1,0.16,23,76
6,0.42,1,0,3,0.74,12,505
2,0.52,1,0,3,0.8,13,280
0,0.59,2,0,1,0.16,10,69
3,0.34,1,0,1,0.36,15,119
4,0.59,1,0,3,0.8,13,354
6,0.51,1,0,1,0.2,7,22
2,0.62,2,0,4,0.36,19,268
6,0.82,2,0,2,0.48,17,196
2,0.48,2,0,2,0.72,15,274
0,0.52,2,1,3,0.78,12,447
4,0.4,2,0,4,0.4,13,262
2,0.49,1,0,1,0.32,20,76
6,0.56,1,0,3,0.82,8,104
6,0.58,1,0,3,0.7,2,69
0,0.4,1,0,3,0.78,16,413
0,0.78,1,0,2,0.64,5,37
0,0.94,3,0,4,0.4,19,137
6,0.52,1,0,1,0.3,12,97
0,0.61,2,0,3,0.66,12,282
0,0.93,3,0,1,0.24,20,23
0,0.69,1,0,1,0.16,6,37
5,0.54,1,0,2,0.66,13,649
4,0.89,2,0,3,0.66,4,9
0,0.33,1,0,4,0.62,17,922
0,0.7,3,0,2,0.72,17,429
0,0.51,2,0,3,0.74,2,15
2,0.8,1,0,1,0.22,3,4
0,0.81,3,0,2,0.36,0,6
1,0.71,1,0,1,0.36,21,172
1,0.4,1,0,2,0.38,18,267
0,0.69,1,0,3,0.64,23,88
5,0.79,3,0,3,0.7,17,458
5,0.39,1,0,2,0.66,11,566
3,0.62,1,0,4,0.44,8,457
0,0.4,1,0,4,0.4,20,206
3,0.54,1,0,3,0.66,2,11
2,0.87,3,0,1,0.24,17,155
2,0.93,1,0,1,0.12,6,16
0,0.88,1,0,2,0.48,0,23
2,0.94,3,0,1,0.42,23,33
2,0.4,1,0,2,0.92,15,128
6,0.35,1,0,4,0.6,13,438
1,0.49,1,0,1,0.34,15,160
0,0.38,1,0,2,0.62,18,524
6,0.62,1,0,4,0.38,11,359
6,0.94,3,0,3,0.64,4,3
1,0.66,1,0,4,0.4,9,222
5,0.55,2,0,1,0.18,2,16
1,0.29,1,0,1,0.22,9,110
3,0.31,1,0,2,0.48,16,353
1,0.73,1,0,3,0.54,2,10
2,0.51,1,0,1,0.2,11,35
4,0.43,1,0,2,0.78,15,243
1,0.48,1,0,2,0.74,17,681
3,0.55,1,0,1,0.2,4,3
5,0.83,1,0,2,0.68,3,28
1,0.88,1,0,3,0.56,4,4
3,0.59,2,0,1,0.48,15,214
1,0.68,2,0,2,0.54,6,58
2,0.31,1,0,3,0.76,20,312
6,0.83,1,0,4,0.64,20,186
1,0.8,2,0,1,0.22,14,54
3,0.4,1,0,3,0.76,19,677
3,0.93,3,0,2,0.24,7,92
1,0.83,3,0,2,0.66,13,59
2,0.69,2,0,3,0.66,7,492
6,0.3,1,0,1,0.24,4,5
3,0.52,2,0,1,0.26,16,174
5,0.62,2,0,2,0.72,23,150
2,0.79,1,0,3,0.7,3,6
3,0.31,1,0,3,0.76,13,217
3,0.76,1,0,2,0.34,5,14
2,0.82,1,0,4,0.38,6,178
4,0.61,1,1,4,0.3,3,6
3,0.93,2,0,2,0.26,9,97
1,0.71,1,0,4,0.4,22,181
5,0.81,2,0,1,0.26,13,235
5,0.81,2,0,2,0.36,14,212
2,0.79,1,0,3,0.7,6,210
6,0.37,1,0,2,0.56,15,603
4,0.58,1,0,3,0.76,9,333
1,0.25,1,0,1,0.26,11,57
6,0.29,1,0,1,0.52,18,389
6,0.24,1,0,2,0.54,12,457
4,0.53,1,0,1,0.34,20,159
6,0.56,1,0,3,0.82,1,124
0,0.29,1,0,3,0.92,14,123
3,0.63,1,0,1,0.46,17,495
6,0.86,1,0,4,0.44,7,44
5,0.61,1,0,4,0.32,10,195
5,0.38,1,0,1,0.28,19,41
1,0.87,3,0,4,0.3,11,65
1,0.62,2,0,4,0.4,11,129
2,0.43,1,0,4,0.58,17,948
5,0.82,3,0,2,0.4,6,10
2,0.55,1,0,3,0.74,12,235
5,0.43,1,0,3,0.6,9,342
6,0.7,1,0,3,0.7,7,65
1,0.4,1,0,3,0.74,13,331
0,0.63,1,0,4,0.5,5,29
2,0.28,1,0,1,0.3,14,62
6,0.42,1,0,2,0.5,21,83
0,0.46,1,0,1,0.34,7,98
4,0.75,1,0,4,0.28,9,112
6,0.48,2,0,1,0.26,5,2
3,0.57,1,0,3,0.64,22,176
4,0.79,1,0,3,0.7,2,26
1,0.79,1,0,2,0.72,22,291
5,0.78,2,0,3,0.64,6,30
3,0.94,2,0,3,0.62,9,203
3,0.49,2,0,1,0.56,23,94
4,0.61,1,1,4,0.3,4,8
4,0.88,1,0,3,0.62,4,8
6,0.67,2,0,4,0.42,6,9
3,0.41,1,0,2,0.44,20,312
5,0.67,2,0,3,0.48,9,177
1,0.71,1,0,4,0.34,8,665
3,0.93,3,0,1,0.34,0,3
1,0.34,1,0,3,0.72,17,472
5,0.75,1,0,1,0.22,6,4
0,0.42,2,1,1,0.34,0,37
1,0.89,2,0,3,0.66,5,38
0,0.82,1,0,4,0.48,20,129
2,0.49,1,0,4,0.3,10,161
1,0.83,1,0,2,0.58,7,270
2,0.78,1,0,2,0.64,1,28
2,0.28,1,0,1,0.46,14,82
2,0.46,2,0,4,0.34,16,329
6,0.51,1,0,4,0.46,13,314
5,0.39,2,0,1,0.54,3,8
6,0.87,1,0,1,0.24,4,2
3,0.47,1,0,3,0.68,9,224
5,0.36,1,0,2,0.32,6,19
4,0.67,1,0,3,0.42,8,409
4,0.65,1,0,4,0.24,0,34
1,0.41,1,0,3,0.8,12,272
6,0.66,1,0,3,0.74,15,331
0,0.55,1,0,1,0.18,23,12
3,0.48,2,0,4,0.74,13,326
2,0.93,3,0,2,0.24,23,12
2,0.87,3,0,2,0.36,5,9
3,0.83,2,0,4,0.62,11,84
6,0.7,1,0,3,0.74,0,153
0,0.72,1,0,1,0.52,10,184
5,0.65,1,0,3,0.64,23,235
0,0.4,1,0,1,0.36,18,235
0,0.44,2,0,1,0.26,13,203
4,0.27,1,0,2,0.52,13,358
2,0.93,2,0,1,0.32,21,62
0,0.76,2,0,4,0.4,18,412
6,0.73,1,0,4,0.56,20,193
0,0.94,2,0,4,0.46,0,17
5,0.89,1,0,3,0.66,0,150
1,0.51,1,0,2,0.74,11,175
0,0.44,1,1,1,0.26,16,180
6,0.86,3,0,1,0.16,21,44
6,0.61,2,0,2,0.64,1,96
4,0.5,1,0,2,0.4,8,592
1,0.69,1,0,1,0.14,8,179
6,0.79,1,0,3,0.7,7,47
1,0.53,1,0,2,0.58,3,2
3,0.0,3,0,1,0.4,11,11
2,0.78,1,0,3,0.6,7,328
4,0.94,2,0,4,0.62,5,22
4,0.52,2,0,3,0.52,18,482
3,0.37,1,0,2,0.72,14,265
3,0.32,1,0,1,0.58,13,211
2,0.87,1,0,4,0.28,3,2
4,0.44,1,0,4,0.22,7,216
1,0.66,1,0,2,0.32,5,27
0,0.33,1,1,2,0.8,15,275
4,0.39,1,0,3,0.86,20,336
3,0.61,1,0,2,0.32,2,4
1,0.66,2,1,1,0.32,18,43
5,0.44,2,0,1,0.46,14,430
0,0.65,1,0,3,0.66,21,184
3,0.81,1,0,1,0.36,9,242
5,0.6,1,0,1,0.26,2,41
4,0.69,1,0,4,0.2,3,12
3,0.77,1,0,4,0.54,2,18
3,0.63,1,0,1,0.46,3,3
6,0.78,2,0,3,0.64,8,153
3,0.65,1,0,2,0.64,14,204
4,0.49,1,0,1,0.34,1,20
1,0.37,1,0,4,0.38,16,207
2,0.74,1,0,3,0.74,8,438
0,0.28,1,0,2,0.56,14,218
6,0.56,1,0,1,0.28,20,50
5,0.38,1,0,3,0.94,15,215
6,0.7,1,0,2,0.26,2,24
4,0.76,1,0,4,0.36,16,375
0,0.68,2,0,3,0.56,19,374
4,0.59,1,0,2,0.2,7,104
3,0.83,2,0,3,0.66,14,183
0,0.62,2,0,2,0.72,14,187
3,0.6,1,0,1,0.24,20,91
0,0.7,2,0,1,0.32,17,216
5,0.43,1,0,2,0.54,19,387
6,0.56,2,0,4,0.3,23,53
3,0.88,2,0,4,0.6,6,111
3,0.5,1,0,1,0.12,23,15
2,0.84,1,0,3,0.7,1,13
4,0.67,2,0,4,0.44,11,162
2,0.46,1,0,2,0.36,7,358
3,0.83,2,0,2,0.62,13,121
4,0.57,1,1,4,0.32,2,11
3,0.8,3,0,1,0.14,2,3
6,0.48,1,0,3,0.7,9,217
2,0.75,1,0,3,0.76,18,839
6,0.6,1,0,2,0.54,8,140
6,0.55,1,0,3,0.76,0,113
6,0.81,2,0,2,0.36,9,275
6,0.72,2,0,2,0.52,16,288
0,0.41,2,1,1,0.24,21,66
5,0.44,1,0,1,0.22,8,111
1,0.89,1,0,3,0.66,3,4
6,0.4,1,0,4,0.4,16,435
1,0.6,1,0,4,0.56,1,10
3,0.54,1,0,3,0.72,3,7
4,0.62,1,1,2,0.44,1,15
0,0.65,1,0,3,0.7,19,397
4,0.89,2,0,3,0.64,9,220
3,0.76,1,0,4,0.36,0,31
6,0.56,2,0,1,0.24,7,3
0,0.87,3,0,1,0.24,15,33
0,0.78,1,0,3,0.6,8,408
3,0.32,2,0,1,0.58,17,274
4,0.29,1,0,3,0.92,15,285
0,0.47,1,0,1,0.16,19,95
1,0.83,2,0,3,0.54,3,3
1,0.65,1,0,1,0.24,7,100
5,0.37,1,0,4,0.54,17,731
2,0.35,1,1,3,0.92,15,454
6,0.73,1,0,3,0.62,6,21
0,0.58,1,1,2,0.76,20,237
6,0.73,2,0,3,0.62,23,46
5,0.7,2,0,1,0.24,2,19
0,0.31,1,0,2,0.76,18,556
6,0.89,1,0,3,0.7,6,13
0,0.66,2,1,3,0.72,9,238
0,0.69,1,0,3,0.64,4,11
0,0.87,1,0,4,0.32,2,8
1,0.73,3,0,2,0.64,20,263
1,0.21,1,0,2,0.48,20,285
4,0.45,2,0,3,0.52,12,251
5,0.69,2,0,3,0.66,4,12
1,0.46,1,0,1,0.34,10,116
3,0.5,1,0,4,0.42,2,11
2,0.48,1,0,3,0.76,16,431
3,0.47,1,0,1,0.16,20,64
0,0.94,1,1,3,0.66,6,15
0,0.63,1,0,4,0.52,17,708
1,0.69,2,0,4,0.48,11,193
4,0.89,2,0,3,0.64,6,108
3,0.31,1,0,3,0.8,13,300
4,0.35,1,0,2,0.4,22,158
4,0.83,2,0,2,0.52,22,132
4,0.53,1,0,2,0.64,22,321
0,0.33,1,0,2,0.6,20,165
2,0.46,2,0,4,0.56,19,566
5,0.82,2,0,4,0.5,5,9
6,0.49,1,0,2,0.58,10,244
3,0.79,1,0,3,0.72,0,49
2,0.94,3,0,4,0.46,10,36
2,0.62,1,0,2,0.38,22,89
2,0.94,3,0,3,0.56,3,2
4,0.58,2,0,3,0.72,9,389
5,0.7,1,0,3,0.72,6,24
1,0.83,1,0,3,0.58,3,4
5,0.63,1,0,4,0.5,6,37
5,0.41,1,0,2,0.26,10,125
3,0.89,2,0,3,0.68,0,17
5,0.66,1,0,3,0.76,23,222
5,0.49,2,0,4,0.34,2,46
6,0.26,1,0,2,0.6,18,487
6,0.66,2,0,4,0.38,17,280
0,0.57,2,0,4,0.32,15,132
2,0.61,1,0,3,0.62,10,205
4,0.89,1,0,3,0.66,23,248
3,0.94,2,0,4,0.42,9,211
0,0.77,1,0,2,0.44,4,17
6,0.55,1,0,4,0.46,14,320
1,0.94,2,0,3,0.62,3,6
4,0.94,1,0,2,0.56,6,97
1,0.82,2,0,2,0.42,19,130
6,0.69,2,0,1,0.2,3,12
0,0.87,1,0,4,0.34,4,8
0,0.48,2,0,1,0.26,17,164
2,0.81,2,0,1,0.3,12,70
3,0.94,2,0,2,0.46,10,139
4,0.7,1,0,1,0.24,6,32
5,0.73,2,0,2,0.62,19,405
1,0.83,2,0,2,0.58,2,11
4,0.93,2,0,2,0.3,23,35
0,0.52,1,0,3,0.78,18,834
6,0.31,1,0,1,0.34,14,175
0,0.32,1,0,3,0.88,11,119
6,0.47,2,0,1,0.16,4,6
0,0.8,1,0,1,0.18,4,2
0,0.59,1,0,2,0.5,23,46
3,0.88,1,0,4,0.46,21,195
5,0.7,1,0,3,0.72,16,374
6,0.75,3,0,1,0.24,22,55
3,0.7,1,0,4,0.24,23,61
4,0.88,3,0,1,0.42,0,17
6,0.56,1,0,1,0.3,17,77
5,0.72,2,0,3,0.5,21,170
6,0.41,1,0,1,0.06,23,21
5,0.83,1,0,2,0.64,1,82
2,0.37,1,0,2,0.4,10,69
2,0.4,1,0,4,0.36,14,176
1,0.52,1,0,3,0.8,21,254
6,0.61,1,0,3,0.7,0,154
4,0.83,2,0,3,0.6,3,8
2,0.84,1,0,2,0.7,1,17
3,0.57,1,0,2,0.36,9,287
5,0.79,2,0,3,0.72,18,211
2,0.76,2,0,1,0.4,15,101
4,0.54,1,0,3,0.7,13,247
3,0.57,1,0,2,0.68,13,284
6,0.36,1,0,3,0.84,17,363
1,0.59,2,0,1,0.52,1,16
6,0.61,1,0,4,0.32,10,178
2,0.93,3,0,2,0.34,6,21
6,0.54,1,0,1,0.4,20,81
4,0.49,2,0,1,0.3,13,222
5,0.35,1,0,4,0.42,14,386
1,0.93,2,0,1,0.16,9,116
5,0.88,2,0,3,0.58,20,194
6,0.59,2,0,2,0.5,20,232
0,0.62,1,0,3,0.72,0,68
6,0.54,1,0,1,0.42,21,147
0,0.93,1,0,4,0.32,3,3
4,0.5,1,0,2,0.66,0,86
1,0.47,1,0,3,0.84,12,202
6,0.57,1,0,1,0.34,17,65
0,0.24,1,0,1,0.54,17,529
5,0.41,1,0,3,0.82,13,416
0,0.83,2,0,2,0.6,12,170
5,0.43,1,0,4,0.6,13,760
4,0.94,3,0,4,0.62,7,254
0,0.82,1,0,2,0.42,4,4
2,0.41,1,0,3,0.84,12,174
0,0.69,1,0,4,0.2,2,4
2,0.59,1,0,3,0.84,17,455
6,0.7,1,0,3,0.74,7,50
1,0.89,2,0,3,0.64,6,167
0,0.22,1,0,2,0.76,16,189
5,0.36,1,0,4,0.48,13,353
2,0.47,1,0,4,0.64,17,591
6,0.89,1,0,3,0.64,5,16
3,0.46,1,0,3,0.8,15,338
5,0.35,1,0,2,0.76,11,569
5,0.83,2,0,2,0.52,5,4
3,0.88,2,0,2,0.6,6,156
2,0.6,2,0,4,0.26,8,601
1,0.64,1,0,4,0.56,0,22
5,0.38,1,0,1,0.44,10,140
4,0.49,1,0,3,0.8,19,452
5,0.51,1,0,2,0.5,2,69
4,0.87,1,0,4,0.24,8,445
5,0.88,2,0,2,0.5,7,70
0,0.59,2,0,1,0.16,17,161
1,0.59,2,0,3,0.8,10,144
3,0.79,2,0,3,0.74,3,6
3,0.66,1,0,2,0.34,3,4
0,0.88,1,1,4,0.48,2,19
1,0.75,2,0,1,0.24,15,52
0,0.6,1,0,2,0.58,19,221
5,0.82,1,0,2,0.38,0,92
5,0.88,3,0,2,0.5,17,115
3,0.25,1,0,1,0.22,12,72
3,0.61,2,0,4,0.32,9,323
1,0.31,1,0,3,0.92,13,221
3,0.5,1,0,3,0.9,18,382
4,0.48,2,0,3,0.72,15,367
5,0.65,1,0,1,0.28,21,68
6,0.78,2,0,4,0.66,11,361
1,0.49,1,0,3,0.6,9,358
5,0.61,1,0,1,0.3,12,314
5,0.87,3,0,4,0.26,7,7
4,0.41,1,0,3,0.8,12,201
3,0.68,1,0,3,0.5,8,790
4,0.66,1,0,3,0.74,4,6
6,0.73,1,0,2,0.62,12,367
0,0.79,2,0,3,0.7,6,141
4,0.26,1,0,2,0.6,13,363
0,0.76,1,0,2,0.4,5,16
3,0.63,1,0,3,0.8,22,243
2,0.41,1,0,1,0.02,5,14
2,0.29,2,0,1,0.64,12,267
1,0.71,1,0,4,0.36,8,419
5,0.33,1,0,2,0.62,13,678
6,0.48,2,0,3,0.7,20,213
1,0.45,1,0,2,0.54,21,243
6,0.74,1,0,3,0.74,10,274
4,0.79,1,0,3,0.68,0,63
0,0.59,1,0,3,0.84,19,373
5,0.49,1,0,2,0.34,7,55
4,0.28,1,0,1,0.3,16,125
1,0.41,1,0,4,0.68,14,296
4,0.83,3,0,3,0.68,13,156
0,0.82,1,1,4,0.42,8,540
3,0.47,1,0,1,0.2,20,109
1,0.41,1,0,4,0.68,15,346
4,0.83,1,0,2,0.58,2,11
1,0.71,1,0,4,0.42,3,5
5,0.55,1,0,3,0.74,17,460
0,0.48,2,0,2,0.74,20,394
2,0.93,3,0,1,0.22,0,2
2,0.86,3,0,1,0.2,9,23
0,0.6,1,0,1,0.24,1,5
0,0.69,1,0,3,0.68,23,81
4,0.24,1,0,3,0.8,18,422
5,0.45,2,0,2,0.28,20,85
1,0.45,1,0,1,0.3,17,222
1,0.61,2,0,1,0.3,6,35
1,0.88,3,0,3,0.56,10,30
4,0.65,2,0,1,0.24,23,59
3,0.4,1,0,1,0.2,12,69
6,0.63,2,0,4,0.5,11,286
1,0.37,1,0,3,0.76,15,302
3,0.75,1,0,3,0.82,21,225
1,0.7,1,0,2,0.72,9,257
3,0.65,1,0,4,0.66,19,559
4,0.79,1,0,3,0.72,1,34
5,0.66,1,0,4,0.38,5,8
6,0.8,2,0,1,0.16,16,155
6,0.68,2,0,4,0.52,20,113
6,0.49,1,0,4,0.56,22,130
1,0.72,2,0,4,0.5,18,784
5,0.94,3,0,2,0.52,12,183
6,0.25,1,0,1,0.36,15,310
3,0.56,2,0,4,0.26,4,8
2,0.58,1,0,3,0.72,3,4
4,0.66,2,0,1,0.34,20,91
1,0.53,1,0,4,0.32,19,433
2,0.94,3,0,4,0.54,17,251
4,0.78,2,0,3,0.62,9,347
2,0.56,1,0,3,0.84,16,234
5,0.41,2,0,2,0.28,22,63
0,0.64,2,0,4,0.54,14,206
5,0.16,1,0,1,0.44,15,171
1,0.45,1,0,1,0.28,11,56
1,0.94,3,0,3,0.6,1,5
3,0.48,1,0,2,0.52,11,256
5,0.57,1,0,1,0.32,4,10
6,0.32,1,0,1,0.4,15,308
6,0.74,2,0,2,0.7,12,402
5,0.41,1,0,3,0.62,10,442
3,0.66,1,0,3,0.72,9,228
6,0.82,2,0,4,0.38,16,400
1,0.37,1,0,2,0.22,8,581
2,0.53,1,0,1,0.32,12,193
2,0.54,1,0,3,0.7,5,18
5,0.52,1,0,1,0.24,0,28
4,0.23,1,0,3,0.82,14,303
0,0.74,1,0,3,0.68,2,8
1,0.88,2,0,2,0.56,2,4
0,0.72,2,0,1,0.52,10,92
2,0.3,1,0,3,0.82,15,189
5,0.38,1,0,1,0.24,15,226
3,0.73,1,0,3,0.62,5,44
6,0.36,1,0,4,0.48,21,95
1,0.44,1,0,3,0.84,19,337
1,0.37,1,0,4,0.4,13,127
0,0.58,1,0,3,0.7,6,136
6,0.77,1,0,1,0.52,20,198
4,0.69,1,0,1,0.14,10,44
4,0.35,1,0,1,0.42,21,152
3,0.62,2,0,4,0.36,12,213
4,0.64,1,0,1,0.22,6,51
2,0.57,1,0,2,0.36,14,135
4,0.89,3,0,3,0.66,0,34
4,0.54,1,0,1,0.4,14,200
5,0.62,2,0,4,0.36,23,119
6,0.77,1,0,4,0.42,22,94
4,0.42,1,0,3,0.7,22,222
1,0.79,1,0,2,0.72,23,61
3,0.29,1,0,2,0.52,15,235
4,0.44,1,0,4,0.24,2,10
5,0.8,1,0,1,0.22,9,138
5,0.73,1,0,3,0.6,4,16
2,0.74,1,0,3,0.74,20,282
4,0.46,1,0,4,0.34,10,132
3,0.56,2,0,4,0.26,2,8
6,0.51,1,0,2,0.7,18,474
4,0.79,1,0,2,0.68,10,232
6,0.29,1,0,1,0.18,18,120
2,0.65,1,0,4,0.7,20,497
0,0.66,1,0,3,0.74,11,229
6,0.65,1,0,3,0.7,11,402
6,0.64,1,0,4,0.22,21,89
0,0.53,2,0,2,0.62,15,262
4,0.71,1,0,2,0.36,4,1
4,0.45,2,0,3,0.54,14,225
4,0.82,2,0,1,0.42,9,312
3,0.52,1,0,3,0.8,12,173
6,0.88,1,0,4,0.5,23,123
2,0.79,2,0,2,0.74,20,256
6,0.74,3,0,3,0.72,16,193
2,0.64,1,0,2,0.56,22,172
2,0.68,1,0,2,0.54,8,668
4,0.59,1,0,1,0.2,8,448
6,0.28,1,0,1,0.16,14,110
0,0.61,1,0,2,0.66,15,155
4,1.0,1,0,2,0.44,2,8
5,0.88,3,0,3,0.58,4,16
1,0.88,2,0,2,0.48,6,38
2,0.62,2,0,3,0.78,11,217
1,0.56,1,0,4,0.6,23,98
1,0.33,1,0,2,0.6,11,239
1,0.46,1,0,4,0.38,18,525
2,0.51,2,0,4,0.5,11,234
1,0.88,2,0,4,0.5,2,5
5,0.36,2,0,2,0.64,19,439
0,0.89,1,1,3,0.66,3,28
4,0.7,2,0,3,0.74,3,7
3,0.41,1,0,2,0.46,12,259
3,0.44,1,0,1,0.46,20,269
6,0.73,1,0,2,0.6,8,94
2,0.61,1,0,2,0.7,10,135
4,0.83,2,0,3,0.62,23,166
2,0.22,1,0,2,0.56,14,223
5,0.65,1,0,4,0.26,2,50
0,0.59,1,0,1,0.14,23,18
5,0.51,1,0,1,0.22,23,32
0,0.82,1,0,1,0.48,0,23
1,0.38,1,0,2,0.6,9,400
1,0.73,3,0,4,0.56,10,36
5,0.71,2,0,4,0.42,15,195
1,0.39,1,0,1,0.32,18,224
6,0.49,1,0,1,0.1,5,3
4,0.89,1,0,3,0.64,4,7
0,0.75,1,0,1,0.24,3,2
0,0.38,1,0,3,0.64,22,153
